COUNTRY_REGION|STATE|DATE|CONFIRMED_HM|DEATHS_HM|RECOVERED_HM|ACTIVE_HM|DELTA_CONFIRMED_HM|DELTA_DEATHS_HM|DELTA_RECOVERED_HM|DELTA_ACTIVE_HM|UCI_HM|DELTA_UCI_HM|TESTS_HM|DELTA_TESTS_HM|LAST_UPDATE
Mexico|CHIHUAHUA|2020-06-02|1627.0|328.0|1177.0|122.0|11.0|10.0|38.0|-37.0|||||2020-06-04
Mexico|TAMAULIPAS|2020-06-02|1646.0|109.0|1214.0|323.0|89.0|1.0|68.0|20.0|||||2020-06-04
Mexico|GUANAJUATO|2020-06-02|1680.0|112.0|992.0|576.0|47.0|5.0|60.0|-18.0|||||2020-06-04
Mexico|HIDALGO|2020-06-02|1769.0|318.0|1026.0|425.0|59.0|14.0|77.0|-32.0|||||2020-06-04
Mexico|JALISCO|2020-06-02|1802.0|151.0|1049.0|602.0|42.0|8.0|57.0|-23.0|||||2020-06-04
Mexico|YUCATAN|2020-06-02|1863.0|164.0|1312.0|387.0|40.0|9.0|49.0|-18.0|||||2020-06-04
Mexico|QUINTANA ROO|2020-06-02|1926.0|355.0|1287.0|284.0|44.0|3.0|46.0|-5.0|||||2020-06-04
Mexico|CHIAPAS|2020-06-02|1928.0|136.0|1128.0|664.0|59.0|1.0|118.0|-60.0|||||2020-06-04
Mexico|MICHOACAN DE OCAMPO|2020-06-02|1950.0|169.0|1394.0|387.0|37.0|4.0|69.0|-36.0|||||2020-06-04
Mexico|GUERRERO|2020-06-02|1951.0|272.0|1418.0|261.0|58.0|6.0|133.0|-81.0|||||2020-06-04
Mexico|SONORA|2020-06-02|2142.0|116.0|1640.0|386.0|51.0|5.0|101.0|-55.0|||||2020-06-04
Mexico|PUEBLA|2020-06-02|3117.0|359.0|2073.0|685.0|71.0|9.0|129.0|-67.0|||||2020-06-04
Mexico|SINALOA|2020-06-02|3580.0|522.0|2465.0|593.0|159.0|21.0|96.0|42.0|||||2020-06-04
Mexico|VERACRUZ DE IGNACIO DE LA LLAVE|2020-06-02|4008.0|537.0|2837.0|634.0|292.0|19.0|181.0|92.0|||||2020-06-04
Mexico|TABASCO|2020-06-02|4323.0|533.0|2937.0|853.0|181.0|13.0|117.0|51.0|||||2020-06-04
Mexico|BAJA CALIFORNIA|2020-06-02|5127.0|871.0|3701.0|555.0|52.0|6.0|133.0|-87.0|||||2020-06-04
Mexico|MEXICO|2020-06-02|15210.0|1168.0|12121.0|1921.0|348.0|9.0|490.0|-151.0|||||2020-06-04
Mexico|CIUDAD DE MEXICO|2020-06-02|25787.0|2713.0|19099.0|3975.0|769.0|55.0|813.0|-99.0|||||2020-06-04
Mexico|TOTAL|2020-06-02|93435.0|10167.0|66965.0|16303.0|2771.0|237.0|3193.0|-659.0|||||2020-06-04
Mexico|COLIMA|2020-06-03|158.0|26.0|94.0|38.0|4.0|5.0|-1.0|0.0|||||2020-06-04
Mexico|ZACATECAS|2020-06-03|311.0|38.0|209.0|64.0|10.0|3.0|7.0|0.0|||||2020-06-04
Mexico|DURANGO|2020-06-03|410.0|42.0|221.0|147.0|10.0|5.0|11.0|-6.0|||||2020-06-04
Mexico|CAMPECHE|2020-06-03|612.0|92.0|398.0|122.0|4.0|1.0|17.0|-14.0|||||2020-06-04
Mexico|NAYARIT|2020-06-03|638.0|68.0|392.0|178.0|18.0|9.0|12.0|-3.0|||||2020-06-04
Mexico|BAJA CALIFORNIA SUR|2020-06-03|660.0|35.0|529.0|96.0|17.0|0.0|14.0|3.0|||||2020-06-04
Mexico|AGUASCALIENTES|2020-06-03|890.0|35.0|616.0|239.0|49.0|0.0|20.0|29.0|||||2020-06-04
Mexico|QUERETARO|2020-06-03|960.0|114.0|625.0|221.0|27.0|6.0|30.0|-9.0|||||2020-06-04
Mexico|SAN LUIS POTOSI|2020-06-03|984.0|57.0|644.0|283.0|27.0|3.0|32.0|-8.0|||||2020-06-04
Mexico|TLAXCALA|2020-06-03|1115.0|151.0|754.0|210.0|51.0|1.0|50.0|0.0|||||2020-06-04
Mexico|COAHUILA DE ZARAGOZA|2020-06-03|1169.0|81.0|860.0|228.0|81.0|0.0|26.0|55.0|||||2020-06-04
Mexico|MORELOS|2020-06-03|1438.0|273.0|943.0|222.0|41.0|3.0|32.0|6.0|||||2020-06-04
Mexico|NUEVO LEON|2020-06-03|1523.0|99.0|1122.0|302.0|42.0|3.0|46.0|-7.0|||||2020-06-04
Mexico|OAXACA|2020-06-03|1623.0|166.0|1068.0|389.0|111.0|4.0|84.0|23.0|||||2020-06-04
Mexico|CHIHUAHUA|2020-06-03|1696.0|340.0|1239.0|117.0|69.0|12.0|62.0|-5.0|||||2020-06-04
Mexico|TAMAULIPAS|2020-06-03|1730.0|116.0|1276.0|338.0|84.0|7.0|62.0|15.0|||||2020-06-04
Mexico|GUANAJUATO|2020-06-03|1872.0|116.0|1052.0|704.0|192.0|4.0|60.0|128.0|||||2020-06-04
Mexico|HIDALGO|2020-06-03|1898.0|329.0|1105.0|464.0|129.0|11.0|79.0|39.0|||||2020-06-04
Mexico|YUCATAN|2020-06-03|1919.0|173.0|1335.0|411.0|56.0|9.0|23.0|24.0|||||2020-06-04
Mexico|QUINTANA ROO|2020-06-03|1956.0|363.0|1325.0|268.0|30.0|8.0|38.0|-16.0|||||2020-06-04
Mexico|CHIAPAS|2020-06-03|2013.0|146.0|1198.0|669.0|85.0|10.0|70.0|5.0|||||2020-06-04
Mexico|MICHOACAN DE OCAMPO|2020-06-03|2022.0|175.0|1455.0|392.0|72.0|6.0|61.0|5.0|||||2020-06-04
Mexico|JALISCO|2020-06-03|2025.0|167.0|1116.0|742.0|223.0|16.0|67.0|140.0|||||2020-06-04
Mexico|GUERRERO|2020-06-03|2052.0|286.0|1503.0|263.0|101.0|14.0|85.0|2.0|||||2020-06-04
Mexico|SONORA|2020-06-03|2334.0|132.0|1741.0|461.0|192.0|16.0|101.0|75.0|||||2020-06-04
Mexico|PUEBLA|2020-06-03|3239.0|392.0|2144.0|703.0|122.0|33.0|71.0|18.0|||||2020-06-04
Mexico|SINALOA|2020-06-03|3699.0|548.0|2560.0|591.0|119.0|26.0|95.0|-2.0|||||2020-06-04
Mexico|VERACRUZ DE IGNACIO DE LA LLAVE|2020-06-03|4311.0|581.0|3000.0|730.0|303.0|44.0|163.0|96.0|||||2020-06-04
Mexico|TABASCO|2020-06-03|4609.0|562.0|3060.0|987.0|286.0|29.0|123.0|134.0|||||2020-06-04
Mexico|BAJA CALIFORNIA|2020-06-03|5231.0|879.0|3830.0|522.0|104.0|8.0|129.0|-33.0|||||2020-06-04
Mexico|MEXICO|2020-06-03|15720.0|1205.0|12585.0|1930.0|510.0|37.0|464.0|9.0|||||2020-06-04
Mexico|CIUDAD DE MEXICO|2020-06-03|26509.0|2850.0|19750.0|3909.0|722.0|137.0|651.0|-66.0|||||2020-06-04
Mexico|TOTAL|2020-06-03|97326.0|10637.0|69749.0|16940.0|3891.0|470.0|2784.0|637.0|||||2020-06-04
Mexico|COLIMA|2020-06-04|170.0|27.0|105.0|38.0|12.0|1.0|11.0|0.0|||||2020-06-04
Mexico|ZACATECAS|2020-06-04|322.0|39.0|216.0|67.0|11.0|1.0|7.0|3.0|||||2020-06-04
Mexico|DURANGO|2020-06-04|470.0|44.0|240.0|186.0|60.0|2.0|19.0|39.0|||||2020-06-04
Mexico|CAMPECHE|2020-06-04|635.0|94.0|422.0|119.0|23.0|2.0|24.0|-3.0|||||2020-06-04
Mexico|NAYARIT|2020-06-04|654.0|75.0|400.0|179.0|16.0|7.0|8.0|1.0|||||2020-06-04
Mexico|BAJA CALIFORNIA SUR|2020-06-04|698.0|35.0|547.0|116.0|38.0|0.0|18.0|20.0|||||2020-06-04
Mexico|AGUASCALIENTES|2020-06-04|939.0|36.0|650.0|253.0|49.0|1.0|34.0|14.0|||||2020-06-04
Mexico|QUERETARO|2020-06-04|1017.0|124.0|660.0|233.0|57.0|10.0|35.0|12.0|||||2020-06-04
Mexico|SAN LUIS POTOSI|2020-06-04|1026.0|57.0|689.0|280.0|42.0|0.0|45.0|-3.0|||||2020-06-04
Mexico|TLAXCALA|2020-06-04|1151.0|155.0|806.0|190.0|36.0|4.0|52.0|-20.0|||||2020-06-04
Mexico|COAHUILA DE ZARAGOZA|2020-06-04|1254.0|88.0|915.0|251.0|85.0|7.0|55.0|23.0|||||2020-06-04
Mexico|MORELOS|2020-06-04|1464.0|281.0|933.0|250.0|26.0|8.0|-10.0|28.0|||||2020-06-04
Mexico|NUEVO LEON|2020-06-04|1626.0|103.0|1147.0|376.0|103.0|4.0|25.0|74.0|||||2020-06-04
Mexico|CHIHUAHUA|2020-06-04|1731.0|358.0|1275.0|98.0|35.0|18.0|36.0|-19.0|||||2020-06-04
Mexico|OAXACA|2020-06-04|1771.0|198.0|1154.0|419.0|148.0|32.0|86.0|30.0|||||2020-06-04
Mexico|TAMAULIPAS|2020-06-04|1793.0|126.0|1335.0|332.0|63.0|10.0|59.0|-6.0|||||2020-06-04
Mexico|YUCATAN|2020-06-04|1961.0|193.0|1381.0|387.0|42.0|20.0|46.0|-24.0|||||2020-06-04
Mexico|GUANAJUATO|2020-06-04|2009.0|122.0|1108.0|779.0|137.0|6.0|56.0|75.0|||||2020-06-04
Mexico|QUINTANA ROO|2020-06-04|2010.0|393.0|1349.0|268.0|54.0|30.0|24.0|0.0|||||2020-06-04
Mexico|HIDALGO|2020-06-04|2011.0|365.0|1163.0|483.0|113.0|36.0|58.0|19.0|||||2020-06-04
Mexico|CHIAPAS|2020-06-04|2039.0|162.0|1283.0|594.0|26.0|16.0|85.0|-75.0|||||2020-06-04
Mexico|MICHOACAN DE OCAMPO|2020-06-04|2121.0|194.0|1534.0|393.0|99.0|19.0|79.0|1.0|||||2020-06-04
Mexico|GUERRERO|2020-06-04|2134.0|305.0|1594.0|235.0|82.0|19.0|91.0|-28.0|||||2020-06-04
Mexico|JALISCO|2020-06-04|2136.0|183.0|1163.0|790.0|111.0|16.0|47.0|48.0|||||2020-06-04
Mexico|SONORA|2020-06-04|2467.0|142.0|1875.0|450.0|133.0|10.0|134.0|-11.0|||||2020-06-04
Mexico|PUEBLA|2020-06-04|3446.0|433.0|2280.0|733.0|207.0|41.0|136.0|30.0|||||2020-06-04
Mexico|SINALOA|2020-06-04|3903.0|624.0|2687.0|592.0|204.0|76.0|127.0|1.0|||||2020-06-04
Mexico|VERACRUZ DE IGNACIO DE LA LLAVE|2020-06-04|4367.0|649.0|3085.0|633.0|56.0|68.0|85.0|-97.0|||||2020-06-04
Mexico|TABASCO|2020-06-04|4807.0|592.0|3258.0|957.0|198.0|30.0|198.0|-30.0|||||2020-06-04
Mexico|BAJA CALIFORNIA|2020-06-04|5460.0|1013.0|3905.0|542.0|229.0|134.0|75.0|20.0|||||2020-06-04
Mexico|MEXICO|2020-06-04|16320.0|1305.0|13000.0|2015.0|600.0|100.0|415.0|85.0|||||2020-06-04
Mexico|CIUDAD DE MEXICO|2020-06-04|27326.0|3214.0|20521.0|3591.0|817.0|364.0|771.0|-318.0|||||2020-06-04
Mexico|TOTAL|2020-06-04|101238.0|11729.0|72680.0|16829.0|3912.0|1092.0|2931.0|-111.0|||||2020-06-04
